,eps Hya,ICRS,8,46,46.51223,6,25,7.6855,-228.11,-43.82,40.46,25.23,3.38
,del Vir,ICRS,12,55,36.2086058,3,23,50.893225,-469.99,-52.83,-18.87,16.44,3.38
,zet Vir,ICRS,13,34,41.5913587272,0,35,44.939098032,-276.903,44.621,-13.2,43.75,3.38
,nu Cen,ICRS,13,49,30.2764388,-41,41,15.752069,-26.77,-20.18,9,7.47,3.386
,rho Per,ICRS,3,5,10.59385,38,50,24.9943,129.22,-105.7,30.81,10.6,3.39
,l Car,ICRS,9,45,14.8112246,-62,30,28.451894,-12.88,8.19,2.5,2.09,3.4
,a Car,ICRS,9,10,58.0863884,-58,58,0.817205,-16.64,15,23.3,7.3,3.4
,bet Pav,ICRS,20,44,57.4939895,-66,12,11.570756,-42.67,9.94,3.7,24.14,3.408
,eta Lup,ICRS,16,0,7.3278558,-38,23,48.151245,-16.96,-27.83,1,7.38,3.41
,zet Lup,ICRS,15,12,17.0959556,-52,5,57.291916,-112.92,-71.18,-10,27.8,3.41
,42 Peg,ICRS,22,41,27.7207176,10,49,52.907917,77.22,-11.38,6.1,15.96,3.41
,zet Leo,ICRS,10,16,41.4159679,23,25,2.32208,18.39,-6.84,-21.4,11.9,3.41
,eta Leo,ICRS,10,7,19.9518606,16,45,45.58027,-2.8,-1.82,1.4,2.57,3.41
,eta Cep,ICRS,20,45,17.375554,61,50,19.616737,86.5,818.02,-87.41,70.1,3.41
,tet02 Tau,ICRS,4,28,39.7416111456,15,52,15.14873838,106.148,-20.294,38.9,21.81,3.41
,gam Phe,ICRS,1,28,21.9272669,-43,19,5.650173,-18.06,-208.63,25.8,13.96,3.41
,lam Tau,ICRS,4,0,40.8157175,12,29,25.225937,-8.02,-14.42,17.8,6.74,3.41
,omi UMa,ICRS,8,30,15.87015664,60,43,5.405606188,-133.644,-107.664,19.8,17.93,3.42
,mu01 Her,ICRS,17,46,27.5472960785,27,43,14.560978925,-312.087,-773.179,-17.78,119.92,3.42
,bet Lyr,ICRS,18,50,4.7952472,33,21,45.609978,1.9,-3.53,2.2,3.39,3.42
,alf Tri,ICRS,1,53,4.907096,29,34,43.780094,10.82,-234.24,-12.6,51.5,3.42
,lam Aql,ICRS,19,6,14.9386542192,-4,52,57.225885348,-19.12,-89.427,-8.8,25.64,3.43
,mu Cen,ICRS,13,49,36.9886294,-42,28,25.429594,-24.25,-18.64,9.2,6.45,3.43
,chi Car,ICRS,7,56,46.7200933968,-52,58,56.443666728,-31.368,23.452,19.4,5.69,3.431
,M 31,ICRS,0,42,44.33,41,16,7.5,NA,NA,-300,6,3.44
,eta Cas,ICRS,0,49,6.2945942922,57,48,54.638239716,1078.609,-551.133,8.4,168.83,3.44
,eta Cet,ICRS,1,8,35.3914827,-10,10,56.156955,215.61,-139.02,11.1,26.32,3.45
,lam UMa,ICRS,10,17,5.7792565752,42,54,51.889698684,-152.974,-49.462,18.1,14.46,3.45
,phi Vel,ICRS,9,56,51.7416742,-54,34,4.039043,-13.08,3.55,13.9,2.05,3.45
,alf Tel,ICRS,18,26,58.4160403,-45,58,6.449765,-16.95,-53.09,-0.2,11.74,3.463
,eps Gru,ICRS,22,48,33.2980615128,-51,19,0.713323272,107.195,-62.575,-0.4,25.79,3.466
,sig CMa,ICRS,7,1,43.1477846,-27,56,5.389774,-5.98,4.59,22.11,2.91,3.47
,gam Sge,ICRS,19,58,45.4286265,19,29,31.728079,66.21,22.22,-34,12.62,3.47
,lam Ori A,ICRS,5,35,8.2760807112,9,56,2.991326316,2.896,-3.183,34,2.59,3.47
,gam Cet,ICRS,2,43,18.0391,3,14,8.939,-146.1,-146.12,-4.9,40.97,3.47
,gam Lup A,ICRS,15,35,8.438791,-41,10,0.45102,-28.2,-42,NA,NA,3.48
,mu Peg,ICRS,22,50,0.1931506,24,36,5.69838,144.7,-41.87,13.79,30.74,3.48
,gam Vir B,ICRS,12,41,39.542584477,-1,26,57.847656959,-534.318,-64.27,-19.8,78.52,3.49
,del Boo,ICRS,15,15,30.1629518,33,18,53.392558,84.74,-111.58,-12.29,26.78,3.49
,nu UMa,ICRS,11,18,28.7366424,33,5,39.510697,-26.84,28.69,-9.63,8.17,3.49
,eta Her,ICRS,16,42,53.7650947,38,55,20.112868,35.41,-85.3,8.33,30.02,3.5
,tau Cet,ICRS,1,44,4.0831371922,-15,56,14.927607677,-1721.728,854.963,-16.6,273.81,3.5
,gam Lup B,ICRS,15,35,8.378503,-41,10,0.3639,-28.2,-42,NA,NA,3.51
,ksi02 Sgr,ICRS,18,57,43.7990826,-21,6,23.961268,31.72,-13.33,-20.1,8.93,3.51
,ksi Ser,ICRS,17,37,35.1998314,-15,23,54.793942,-42.1,-59.94,-42.8,30.98,3.519
,bet Cnc,ICRS,8,16,30.9210081,9,11,7.957924,-46.82,-49.24,22.94,10.75,3.52
,bet Boo,ICRS,15,1,56.7623786,40,23,26.040607,-40.15,-28.86,-18.4,14.48,3.52
,omi Leo,ICRS,9,41,9.0330479,9,53,32.310183,-143.2,-37.2,26.18,25.03,3.52
,zet Lep,ICRS,5,46,57.3409587,-14,49,19.019943,-14.54,-1.07,24.7,46.28,3.525
,iot Lup,ICRS,14,19,24.222195,-46,3,29.143666,-12.56,-4.76,21.6,9.65,3.529
,del Gem,ICRS,7,20,7.3797829,21,58,56.337741,-15.13,-9.79,4.1,53.94,3.53
,eps Tau,ICRS,4,28,37.0002551195,19,10,49.56314093,107.526,-36.2,38.42,22.37,3.53
,mu Ser,ICRS,15,49,37.20696,-3,25,48.7358,-100.28,-25.99,-9.4,19.23,3.53
,ksi Hya,ICRS,11,33,0.1150559,-31,51,27.443449,-209.62,-40.84,-4.6,25.16,3.54
,del Eri,ICRS,3,43,14.9005379551,-9,45,48.210955899,-93.634,744.36,-6.23,110.03,3.54
,gam Cet A,ICRS,2,43,18.0411823985,3,14,8.966925702,-151.257,-147.565,NA,43.6,3.54
,iot Cep,ICRS,22,49,40.8169435,66,12,1.463616,-65.89,-125.17,-12.76,28.29,3.54
,mu02 Sco,ICRS,16,52,20.1453198,-38,1,3.125839,-11.09,-23.32,1.3,6.88,3.542
,phi01 Lup,ICRS,15,21,48.3696659,-36,15,40.952469,-92.33,-85.67,-29.4,11.86,3.546
,kap UMa,ICRS,9,3,37.52762,47,9,23.489,-36.19,-55.4,2.3,9.1,3.55
,bet Mus A,ICRS,12,46,16.866264,-68,6,29.14884,NA,NA,NA,NA,3.55
,iot Cet,ICRS,0,19,25.6741634,-8,49,26.111055,-15.15,-37.11,19.35,11.88,3.55
,tet Peg,ICRS,22,10,11.9852752,6,11,52.30775,282.18,30.46,-7.9,35.34,3.55
,lam Gem,ICRS,7,18,5.5789195368,16,32,25.389581244,-46.157,-36.007,-7.4,32.61,3.559
,ups04 Eri,ICRS,4,17,53.6624067,-33,47,54.056903,62.52,-7.24,17.6,18.33,3.56
,del Crt,ICRS,11,19,20.4475617,-14,46,42.741307,-124.67,207.59,-4.94,17.56,3.56
,del Pav,ICRS,20,8,43.6088716052,-66,10,55.442769229,1211.761,-1130.237,-21.54,163.95,3.56
,kap Gem,ICRS,7,44,26.8535692,24,23,52.787227,-23.39,-54.57,20.15,23.07,3.57
,phi Eri,ICRS,2,16,30.5856318,-51,30,43.795513,91.03,-22.23,10.4,21.22,3.57
,ups Per,ICRS,1,37,59.5569926,48,37,41.569533,61.95,-112.15,16.26,18.41,3.57
,chi Dra,ICRS,18,21,3.38255,72,43,58.2518,531.21,-349.71,31.9,124.11,3.58
,alf02 Cap,ICRS,20,18,3.2559477,-12,32,41.468352,62.63,2.66,0.7,30.82,3.58
,eta Pav,ICRS,17,45,43.9860472,-64,43,25.939391,-11.96,-56.57,-7.6,9.26,3.581
,ups Lib,ICRS,15,37,1.4501996,-28,8,6.292648,-12.82,-4.15,-24.9,14.58,3.589
,rho Boo,ICRS,14,31,49.789329245,30,22,17.171652275,-100.531,119.87,-13.57,19.86,3.59
,eta Ori B,ICRS,5,24,28.617264,-2,23,49.69284,NA,NA,NA,NA,3.59
,tet Cet,ICRS,1,24,1.405283,-8,10,59.721253,-77.94,-206.53,17.2,28.66,3.59
,eps Cru,ICRS,12,21,21.6093625,-60,24,4.12907,-170.93,91.67,-4.6,14.19,3.59
,tau Ori,ICRS,5,17,36.3885646,-6,50,39.870187,-17.61,-9.24,20.1,6.6,3.59
,41 Ari,ICRS,2,49,59.0332406,27,15,37.826018,66.81,-116.52,4,19.69,3.594
,eta Ori A,ICRS,5,24,28.7310201583,-2,23,49.31145408,3.261,-2.365,NA,2.23,3.594
,tet Gem,ICRS,6,52,47.338871,33,57,40.517462,-1.66,-47.31,21,17.25,3.6
,gam Lep,ICRS,5,44,27.790616958,-22,26,54.187756254,-291.757,-368.521,-9.2,112.3,3.6
,bet Vir,ICRS,11,50,41.7185158616,1,45,53.001539131,740.746,-270.927,4.46,90.89,3.6
,psi Vel,ICRS,9,30,41.99958,-40,28,0.2616,-147.98,61.35,8.8,53.15,3.6
,omi Tau,ICRS,3,24,48.7983185016,9,1,43.930632036,-66.384,-74.413,-19.79,15.08,3.6
,c Pup,ICRS,7,45,15.2964161,-37,58,6.899807,-10.18,6.34,16.83,2.88,3.61
,lam Hya,ICRS,10,10,35.2885811545,-12,21,14.858923765,-217.433,-74.373,19.4,30.02,3.61
,omi And,ICRS,23,1,55.264593,42,19,33.533383,22.99,0.88,-14,4.75,3.62
,zet02 Sco,ICRS,16,54,35.0050319669,-42,21,40.737010682,-126.721,-228.837,-18.7,24.24,3.62
,eta Psc,ICRS,1,31,29.0102587,15,20,44.96854,27.14,-2.64,13.78,9.33,3.62
,del Ara,ICRS,17,31,5.9127207,-60,41,1.852144,-54.01,-99.25,10,16.48,3.62
,del Mus,ICRS,13,2,16.2647362,-71,32,55.875239,264.17,-22.75,36.5,35.88,3.62
,omi Vel,ICRS,8,40,17.585532,-52,55,18.800233,-24.42,34.44,17.3,6.61,3.63
,27 Tau,ICRS,3,49,9.7425852,24,3,12.300277,17.7,-44.18,8.5,8.53,3.63
,bet Del,ICRS,20,37,32.9413,14,35,42.3195,118.09,-48.06,-32.57,32.33,3.63
,c02 Aqr,ICRS,23,9,26.7960449399,-21,10,20.694738029,53.452,30.201,21.3,12.67,3.64
,tau Lib,ICRS,15,38,39.3694957,-29,46,39.895604,-22.08,-24.46,3.2,8.89,3.642
,zet Aqr,ICRS,22,28,49.90685,0,1,11.7942,182.92,50.36,25.3,35.5,3.65
,gam Tau,ICRS,4,19,47.6038491,15,37,39.515422,115.46,-23.42,38.46,20.19,3.65
,lam Mus,ICRS,11,45,36.4191583,-66,43,43.543945,-100.35,33.49,15,25.65,3.65
,bet Ind,ICRS,20,54,48.6027789,-58,27,14.961814,20.79,-25.2,-4.9,5.33,3.65
,lam Ori,ICRS,5,35,8.27761,9,56,2.9611,-0.34,-2.94,30.1,2.97,3.66
,zet Cas,ICRS,0,36,58.2841866,53,53,48.867311,17.38,-9.86,-0.2,5.5,3.66
,tet Ara,ICRS,18,6,37.8712898,-50,5,29.312523,-8.27,-8.7,3.4,4.01,3.66
,gam Cap,ICRS,21,40,5.4564778,-16,39,44.307184,187.56,-22.45,-31.2,20.77,3.67
,bet Ser,ICRS,15,46,11.2543458,15,25,18.595866,65.38,-38.61,0.6,21.03,3.67
,h UMa,ICRS,9,31,31.7087322,63,3,42.701339,107.99,27.15,-10.4,41.99,3.67
,alf Pyx,ICRS,8,43,35.5375544,-33,11,10.989788,-14.27,10.43,15.3,3.71,3.68
,alf Dra,ICRS,14,4,23.3499533,64,22,33.061896,-56.34,17.21,-13,10.76,3.68
,bet CrB,ICRS,15,27,49.7315305,29,6,20.522375,-180.17,85.92,-26.9,29.17,3.68
,pi04 Ori,ICRS,4,51,12.3647208,5,36,18.372305,-2.21,0.85,23.3,3.1,3.68
,eps Ser,ICRS,15,50,48.9662218,4,28,39.831153,128.19,62.16,-9.4,46.3,3.693
,a Pup,ICRS,7,52,13.0318512432,-40,34,32.814235704,-11.774,7.368,24,8.98,3.696
,kap Lup,ICRS,15,11,56.0732718648,-48,44,16.169955108,-97.126,-48.849,-6.6,17.59,3.7
,17 Tau,ICRS,3,44,52.5368818,24,6,48.011217,20.84,-46.06,6.7,8.06,3.7
,gam Psc,ICRS,23,17,9.9374911,3,16,56.237975,759.82,17.77,-14.48,23.64,3.7
,chi Eri,ICRS,1,55,57.4597664541,-51,36,31.959325912,680.11,294.318,-6.3,56.85,3.7
,ksi Her,ICRS,17,57,45.8857114,29,14,52.367509,82.44,-18.73,-1.76,23.84,3.7
,tau04 Eri,ICRS,3,19,31.0022373,-21,45,28.304953,51.89,32.92,41.7,10.71,3.7
,bet Aql,ICRS,19,55,18.7928429719,6,24,24.351242346,45.944,-480.965,-40.07,73.52,3.71
,eta Lep,ICRS,5,56,24.2934904501,-14,10,3.718335613,-41.474,139.222,-2.14,66.86,3.72
,del Aur,ICRS,5,59,31.618419395,54,17,5.056666306,85.814,-142.928,9.75,23.06,3.72
,chi UMa,ICRS,11,46,3.0140741,47,46,45.862653,-138.29,28.57,-9.02,17.76,3.72
,zet Cet,ICRS,1,51,27.6313482264,-10,20,6.111838644,39.752,-40.956,7.8,12.88,3.72
,nu Oct,ICRS,21,41,28.5420355132,-77,23,24.031541832,68.656,-250.044,34.4,51.52,3.728
,ksi Cyg,ICRS,21,4,55.862291,43,55,40.26446,7.97,0.06,-19.1,3.87,3.73
,109 Vir,ICRS,14,46,14.9253599,1,53,34.384496,-114.03,-22.13,-6.1,24.25,3.73
,tau Cyg,ICRS,21,14,47.49252,38,2,43.1441,196.99,410.28,-20.9,49.16,3.73
,zet Ori B,ICRS,5,40,45.571207,-1,56,35.58704,4,2.5,13,NA,3.73
,eps Eri,ICRS,3,32,55.8444911587,-9,27,29.739493865,-974.758,20.876,16.38,310.58,3.73
,72 Oph,ICRS,18,7,20.9839294,9,33,49.8501,-62.17,79.66,-23.9,37.55,3.73
,pi05 Ori,ICRS,4,54,15.0970445784,2,26,26.417970456,0.561,1.34,24.2,3.29,3.73
,zet Cap,ICRS,21,26,40.026339,-22,24,40.804197,-2.23,18.1,2.1,8.46,3.74
,bet Mon,ICRS,6,28,49.06971,-7,1,59.0101,-6.86,-2.76,17.2,4.82,3.74
,eta Ara,ICRS,16,49,47.1565275,-59,2,28.957499,39.73,-24.91,9,10.9,3.744
,gam02 Vol,ICRS,7,8,44.8656955896,-70,29,56.14944756,23.62,108.653,2.8,24.48,3.746
,gam Oph,ICRS,17,47,53.5597327,2,42,26.199985,-24.64,-74.42,-7.6,31.73,3.75
,ksi Dra,ICRS,17,53,31.7296234,56,52,21.514262,93.82,78.5,-26.46,28.98,3.75
,del Cep,ICRS,22,29,10.2650184,58,24,54.713856,15.35,3.52,-24,3.77,3.75
,ksi Tau,ICRS,3,27,10.1405792544,9,43,57.87102324,70.741,-43.156,-2,16.79,3.75
,c Vel,ICRS,9,4,9.2798814,-47,5,51.85475,-47.45,-9.75,24.3,10.89,3.75
,zet Aur,ICRS,5,2,28.687388,41,4,33.019985,9.45,-20.71,11.32,4.15,3.75
,iot Cyg,ICRS,19,29,42.3587204,51,43,47.20583,20.59,128.33,-19.5,26.88,3.755
,bet Vol,ICRS,8,25,44.1947206,-66,8,12.804954,-35.74,-152.22,27.4,30.33,3.759
,bet Dor,ICRS,5,33,37.5159729864,-62,29,23.37645768,-0.611,12.95,7.2,2.93,3.76
,gam Her,ICRS,16,21,55.214405,19,9,11.261793,-47.39,43.81,-35.3,16.93,3.76
,del Tau,ICRS,4,22,56.0951595936,17,32,33.049802364,106.212,-27.692,37.91,20.31,3.76
,kap Cyg,ICRS,19,17,6.1686516,53,22,6.453375,60.07,122.83,-29.36,26.27,3.76
,omi Sgr,ICRS,19,4,40.9820400284,-21,44,29.385451232,77.445,-58.46,26.1,23.81,3.77
,iot Peg,ICRS,22,7,0.6655101792,25,20,42.356386464,295.476,27.442,-5.5,84.01,3.77
,alf Lac,ICRS,22,31,17.501309,50,16,56.9682,137.51,17.01,-4.5,31.79,3.77
,eps Aqr,ICRS,20,47,40.5526029,-9,29,44.787712,33.98,-34.77,-15.3,15.7,3.77
,zet Boo,ICRS,14,41,8.95158,13,43,41.8967,51.95,-11.08,-8.5,18.56,3.78
,iot Gem,ICRS,7,25,43.595316,27,47,53.092849,-122.66,-84.03,7.43,27.1,3.79
,u Car,ICRS,10,53,29.6561115087,-58,51,11.413331344,78.169,38.8,8.1,33.52,3.79
,eta Per,ICRS,2,50,41.8095904,55,53,43.787576,16.23,-13.54,-1.78,3.71,3.79
,zet Gem,ICRS,7,4,6.5307903,20,34,13.073871,-7.29,-0.41,2.8,2.37,3.79
,ksi UMa,ICRS,11,18,10.93188,31,31,45.44004,-453.7,-591.4,-18.2,113.2,3.79
,sig Ori,ICRS,5,38,44.765382852,-2,36,0.283179888,4.6,-0.4,29.9,3.04,3.79
,lam Aqr,ICRS,22,52,36.8740445376,-7,34,46.548925356,14.964,32.742,-10.46,8.94,3.79
,alf Aps,ICRS,14,47,51.7120247,-79,2,41.103245,-4.58,-15.88,-0.1,7.3,3.798
,31 Cyg,ICRS,20,13,37.908237048,46,44,28.761618048,1.744,3.39,-7.24,2.92,3.8
,c Car,ICRS,8,55,2.8282209,-60,38,40.599812,-28.18,41.48,25,10.2,3.8
,iot Her,ICRS,17,39,27.8860861,46,0,22.80011,-7.48,4.53,-18.9,7.17,3.8
,eta Aql,ICRS,19,52,28.3677478,1,0,20.369619,6.91,-8.21,-25.1,2.36,3.8
,nu Per,ICRS,3,45,11.6320341,42,34,42.782888,-14.45,2.53,-12.1,5.86,3.8
,alf Del,ICRS,20,39,38.2872009,15,54,43.463736,53.82,8.47,-3.4,12.85,3.8
,phi Cen,ICRS,13,58,16.2668006,-42,6,2.714311,-22.77,-20.13,5.3,6.21,3.802
,b Vel,ICRS,8,40,37.5701711,-46,38,55.476997,-6.05,4.66,25.3,0.67,3.81
,s Car,ICRS,10,27,52.7287652,-58,44,21.850672,-14.47,2.36,9.4,2.43,3.81
,kap Per,ICRS,3,9,29.8036400506,44,51,26.849828627,165.691,-138.559,29.4,28.73,3.81
,mu Hya,ICRS,10,26,5.4263,-16,50,10.6429,-129.17,-79.76,40.81,13.93,3.81
,ups UMa,ICRS,9,50,59.3580562703,59,2,19.441043584,-294.441,-151.663,27.3,28.38,3.81
,ups02 Eri,ICRS,4,35,33.0383354,-30,33,44.429731,-49.27,-12.72,-4,15.25,3.82
,ome CMa,ICRS,7,14,48.6538664,-26,46,21.609714,-11.88,6.87,23.2,3.58,3.82
,lam And,ICRS,23,37,33.842780083,46,27,29.344721109,159.606,-421.822,6.84,38.57,3.82
,del Sge,ICRS,19,47,23.2655973192,18,32,3.528856248,7.277,0.318,2.5,5.97,3.82
,omi Her,ICRS,18,7,32.5507266,28,45,44.967843,-0.02,8.55,-29.5,9.65,3.827
,x Car,ICRS,11,8,35.3899998,-58,58,30.135741,-4.97,1.67,6,0.52,3.83
,alf Sct,ICRS,18,35,12.4271571798,-8,14,38.653839451,-18.006,-313.989,36.5,17.7,3.83
,omi Per,ICRS,3,44,19.13204,32,17,17.6929,8.18,-10.43,12.2,2.91,3.83
,46 LMi,ICRS,10,53,18.7048735,34,12,53.537492,92.02,-285.82,15.69,34.38,3.83
,bet Ret,ICRS,3,44,11.9814420749,-64,48,24.890875477,311.534,83.557,47.38,30.44,3.833
,gam Aqr,ICRS,22,21,39.3715681296,-1,23,14.457098796,134.223,11.219,-15.7,25.86,3.834
,del TrA,ICRS,16,15,26.2697841,-63,41,8.449198,2.73,-12.92,-4.9,5.37,3.839
,p Vel,ICRS,10,37,18.13995,-48,13,32.2349,-133.41,-1.82,21.2,37.26,3.84
,gam Ser,ICRS,15,56,27.1826948,15,39,41.8205,310.93,-1282.19,6.52,88.86,3.84
,109 Her,ICRS,18,23,41.8897062084,21,46,11.109609046,195.971,-243.234,-58.16,26.96,3.84
,tet01 Tau,ICRS,4,28,34.4960341,15,57,43.849432,104.97,-15.14,42.19,21.13,3.84
,del Col,ICRS,6,22,6.824948832,-33,26,11.036211216,-22.946,-52.045,-2.6,15.05,3.85
,lam Dra,ICRS,11,31,24.2207524,69,19,51.869616,-40.97,-19.19,6.6,9.79,3.85
,q Vel,ICRS,10,14,44.1557297,-42,7,18.993292,-150.09,49.44,7.4,32.18,3.85
,del Lep,ICRS,5,51,19.2960278488,-20,52,44.730655825,229.027,-647.93,101.77,28.42,3.85
,eps Car B,ICRS,8,22,30.875904,-59,30,34.39944,-25.3,22.7,NA,NA,3.85
,alf For,ICRS,3,12,4.527357,-28,59,15.433684,370.87,611.33,-16.92,70.24,3.85
,mu Sgr,ICRS,18,13,45.8088401,-21,3,31.794073,0.3,-0.48,-6,0.09,3.85
,gam Aps,ICRS,16,33,27.083787,-78,53,49.737204,-125.51,-78.25,5.4,20.87,3.854
,rho Sco,ICRS,15,56,53.0762391,-29,12,50.661185,-15.68,-24.88,-0.4,6.91,3.86
,alf Hor,ICRS,4,14,0.1142226166,-42,17,39.726755131,41.992,-203.157,21.75,27.72,3.86
,tau Cen,ICRS,12,37,42.164099808,-48,32,28.699293408,-186.081,-6.757,5.5,24.3,3.86
,bet Pic,ICRS,5,47,17.0876901,-51,3,59.441135,4.65,83.1,20,51.44,3.86
,eps Phe,ICRS,0,9,24.6400933968,-45,44,50.726069376,120.393,-179.597,-9.2,22.61,3.87
,mu And,ICRS,0,56,45.2121113,38,29,57.638044,153.48,36.49,7.2,25.14,3.87
,omi01 CMa,ICRS,6,54,7.9522701192,-24,11,3.159501504,-3.771,4.066,36.3,1.29,3.87
,l Eri,ICRS,4,38,10.8240964091,-14,18,14.483465432,-80.036,-154.416,43.33,28.04,3.87
,eps Col,ICRS,5,31,12.7474803792,-35,28,13.823766588,27.627,-32.416,-4.9,11.73,3.87
,rho Leo,ICRS,10,32,48.671677,9,18,23.709445,-5.93,-3.4,42,0.6,3.87
,20 Tau,ICRS,3,45,49.606562,24,22,3.88636,20.95,-45.98,7.4,8.51,3.87
,eta Eri,ICRS,2,56,25.6494839,-8,53,53.322099,77.36,-220.16,-20.32,23.89,3.87
,tau Her,ICRS,16,19,44.43666,46,18,48.1123,-13.33,38.48,-15.5,10.61,3.87
,ups01 Cen,ICRS,13,58,40.7486851,-44,48,12.908967,-27.51,-22.44,4.8,7.63,3.87
,iot Gru,ICRS,23,10,21.5375522,-45,14,48.16465,132.5,-26.66,-4.4,17.8,3.877
,gam Mus,ICRS,12,32,28.0134336,-72,7,58.759701,-51.34,-5.4,2.5,10.04,3.88
,d Cen,ICRS,13,31,2.6565951,-39,24,26.298992,-15.67,-10.49,-2.4,3.6,3.88
,tet Her,ICRS,17,56,15.1805442,37,15,1.934351,2.67,6.47,-28.32,4.33,3.88
,eta Cyg,ICRS,19,56,18.3722223,35,5,0.322759,-33.61,-27.87,-25.87,24.17,3.88
,mu Leo,ICRS,9,52,45.8165435,26,0,25.031882,-217.31,-54.26,13.65,26.28,3.88
,mu Vir,ICRS,14,43,3.6228218,-5,39,29.532712,103.28,-318.63,5.1,54.73,3.88
,zet02 UMa,ICRS,13,23,56.321912976,54,55,18.513775632,114.529,-26.887,-9.3,40.28,3.88
,nu Tau,ICRS,4,3,9.379663,5,59,21.479166,4.72,-3.78,-5.7,27.89,3.883
,kap Dra,ICRS,12,33,28.9433168544,69,47,17.65989222,-58.571,10.11,-12,7.01,3.89
,kap CMa,ICRS,6,49,50.4593263,-32,30,30.522482,-8.84,3.73,14,4.95,3.89
,pi Lup,ICRS,15,5,7.2349623163,-47,3,3.828968181,-25.175,-17.856,4.5,6.86,3.89
,l Eri A,ICRS,4,38,10.825021,-14,18,14.33935,-76,-167.2,NA,NA,3.89
,eta Vir,ICRS,12,19,54.342398196,0,40,0.466313196,-54.665,-17.642,5.24,13.17,3.9
,30 Mon,ICRS,8,25,39.6320108,-3,54,23.11782,-66.43,-23.41,10,26.66,3.9
,lam Oph,ICRS,16,30,54.82314,1,59,2.1209,-30.98,-73.42,-16,18.84,3.9
,sig Cen,ICRS,12,28,2.3820785,-50,13,50.287232,-32.36,-12.51,8,7.92,3.91
,iot Hya,ICRS,9,39,51.3614457,-1,8,34.113491,46.96,-62.39,24.19,12.39,3.91
,omi Per A,ICRS,3,44,19.1337687984,32,17,17.68736796,6.091,-9.732,NA,3.02,3.91
,psi Vel A,ICRS,9,30,41.925758491,-40,28,0.590987737,-178.488,93.5,NA,54.61,3.91
,gam Lib,ICRS,15,35,31.5788082,-14,47,22.327851,65.34,7.45,-26.71,19.99,3.91
,a Vel,ICRS,8,46,1.6439147,-46,2,29.504226,-12.82,4.23,23.2,1.76,3.91
,eps Dra,ICRS,19,48,10.3504589976,70,16,4.549073664,79.486,40.041,2.69,21.32,3.91
,nu02 CMa,ICRS,6,36,41.0375756,-19,15,21.165905,62.57,-69.97,2.57,50.63,3.91
,38 Lyn,ICRS,9,18,50.64384,36,48,9.3331,-32.33,-125.64,4,26.13,3.92
,eps Her,ICRS,17,0,17.3737789,30,55,35.056489,-47.69,26.9,-25.1,21.04,3.92
,nu Eri,ICRS,4,36,19.1414419,-3,21,8.856678,1.53,-5.01,14.9,4.83,3.928
,67 Oph,ICRS,18,0,38.7157893,2,55,53.633402904,0.935,-8.772,-5.2,1.37,3.93
,l Pup,ICRS,7,43,48.4687222,-28,57,17.372015,-5.09,3.9,20.9,0.59,3.93
,rho01 Sgr,ICRS,19,21,40.3594189,-17,50,49.91684,-25.87,21.46,1.2,25.69,3.93
,lam Peg,ICRS,22,46,31.8778614,23,33,56.35614,55.75,-10.15,-4.15,8.93,3.93
,alf Mon,ICRS,7,41,14.8325688,-9,33,4.071083,-74.61,-19.59,11.16,22.07,3.93
,alf Equ,ICRS,21,15,49.4319197,5,14,52.243012,59.88,-94.09,-16.26,17.14,3.933
,del Phe,ICRS,1,31,15.1047497,-49,4,21.730837,138.38,153.89,-7.3,22.95,3.935
,50 Cas,ICRS,2,3,26.106181,72,25,16.657747,-43.57,22.3,-18.2,20.76,3.938
,eps Pav,ICRS,20,0,35.5555788,-72,54,37.819779,81.78,-132.16,-6.7,31.04,3.94
,del Cnc,ICRS,8,44,41.0992106,18,9,15.503395,-17.67,-229.26,17.14,24.98,3.94
,kap Phe,ICRS,0,26,12.2013436436,-43,40,47.39037148,106.394,32.491,11.3,41.72,3.94
,nu Cyg,ICRS,20,57,10.4190684,41,10,1.699109,9.64,-22.75,-27.6,8.71,3.94
,i Car,ICRS,9,11,16.7208929,-62,19,1.1295,-37.48,14.59,17.5,6.01,3.943
,alf Sgr,ICRS,19,23,53.1748283,-40,36,57.370456,30.49,-119.21,-0.7,17.94,3.943
,zet Vol,ICRS,7,41,49.2610042,-72,36,21.956661,33.34,14.89,49.03,23.13,3.944
,chi Lup,ICRS,15,50,57.5382881,-33,37,37.795321,-5.1,-24.85,-16.3,16.71,3.946
,nu Aur,ICRS,5,51,29.369458104,39,8,54.68608554,7.958,0.713,9.92,16.14,3.95
,bet Cen B,ICRS,14,3,49.30988,-60,22,23.45882,-34,-25.1,NA,NA,3.95
,bet Pyx,ICRS,8,40,6.1436306,-35,18,30.065139,9.84,-20.8,-13.4,7.84,3.954
,eta Col,ICRS,5,59,8.8051933,-42,48,54.48218,18.39,-10.87,17,6.91,3.96
,gam Mon,ICRS,6,14,51.3336645,-6,16,29.188011,-4.69,-19.3,-4.8,6.55,3.96
,tau Per,ICRS,2,54,15.4777208304,52,45,44.882735292,-8.311,-2.58,2.2,12.37,3.96
,rho Cen,ICRS,12,11,39.1197479712,-52,22,6.384420264,-38.874,-13.28,15,12.47,3.96
,10 UMa,ICRS,9,0,38.38067,41,46,58.6051,-474.31,-204.21,31.39,62.23,3.96
